stationcode,comid,masterid
402BA0143,17587720,402BA0143
402BA0287,17585802,402BA0287
402BA0335,17586848,402BA0335
402MJCMHS,17585808,402MJCMHS
403BA0047,17573691,403BA0047
403BA0136,17570387,403BA0136
SMC00191,17573663,403BA0191
403M05798,17574967,403M05798
403R4S117,17572289,403R4S117
SMC00831,17574531,403S00831
SMC00960,17569839,403S00960
SMC01163,17569197,403S01163
403S01728,17569947,403S01728
SMC00772,17574807,403M01761
SMC01272,17574691,403S01272
403S01536,17569981,403S01536
SMC01883,17567221,403S01883
403S02139,17567345,403S02139
403S02363,17567953,403S02363
403S02764,17574353,403S02764
SMC03643,17567991,403S03643
403S06315,17567721,403S06315
403S06660,17574519,403S06660
403S07024,17569679,403S07024
403S07227,17567931,403S07227
SMC11084,17574547,403S11084
SMC14156,17574541,403S14156
SMC15608,17574697,403S15608
SMC16332,17570169,403S16332
SMC39062,17574585,403S39062
SA-RA,948070569,403SCSARB
403STC019,17574541,403STC019
403STC028,17572797,403STC028
403STC082,17573667,403STC082
403STCNRB,17574697,403STCNRB
403STCSTP,17572895,403STCSTP
403WE0501,17570115,403WE0501
403WE1021,17569571,403WE1021
404ARSAMH,20364991,404ARSAMH
404BA0104,20364957,404BA0104
404BA0526,20365143,404BA0526
SMC22464,20364891,404LVCALC
S_ULASVIR,20364689,404M04517
SMC02920,20364685,404S02920
SMC03048,948070152,404S03048
SMC08616,20364835,404S08616
SMC11406,20365167,404S11406
404S11880,20364891,404S11880
404S13416,20364949,404S13416
404S14952,20364891,404S14952
SMC18250,20364827,404S18250
SMC24066,20364711,404S24066
404S25298,20365167,404S25298
404S28270,20364801,404S28270
404S31468,20364695,404S31468
404S32468,20364957,404S32468
404S34120,948070152,404S34120
404S35270,20364891,404S35270
SMC44642,20364705,404S44642
SMC45622,20365153,404S45622
pepARRSEQU,20365091,404SMB001
R3_MALINP,20365123,404SMB004
pepTRANCAS,20365177,404SMB011
R1_SOLSCRK,20365151,404SMB021
L_CORRALCYN,20365897,404SMB024
R2_LASFLORES,20365165,404SMB035
R2_SOSTOMA,20365151,404SMB21A
R1_LITTLESYC,20365103,404VCLSCU
R5BIO-315,22524611,405SGRAAG
407CE0220,17586996,407CE0220
408BA0268,17563660,408BA0268
408BA0916,17564016,408BA0916
408BH5Axx,948070571,408BH5Axx
408BH6Axx,17562588,408BH6Axx
408CAL004,17562692,408CAL004
408CAL005,17562630,408CAL005
SGUR006,22524635,SMC12688
SGUT501,22524629,SGUT501
408CAL010,17564096,408CAL010
408PS0032,17562626,408M03020
412LAR018,22514810,412LAR018
412LAR019,22514954,412LAR019
504LCCSRx,2770138,504LCCSRx
504PS0051,12068246,504PS0051
504PS0147,12072870,504PS0147
504PS0295,12076108,504PS0295
SMC04756,17563904,SMC04756
LALT500,22518270,LALT500
R5BIO-035,7960919,505LBCAMR
SEDTMDL_22,7961585,505MRSRxx
R5BIO-144,2764526,507MZCAML
508PS0458,2495606,508PS0458
R5BIO-146,8020764,509BSCADC
509CWCPLR,8020502,509CWCPLR
509DRCBPC,8020610,509DRCBPC
509PS0049,8020392,509PS0049
509PS0085,8020410,509PS0085
513BTCACC,8005985,513BTCACC
R5BIO-137,14981580,514BMCARC_archived
514LNCASC,14983378,514LNCASC
R5BIO-131,14992727,514MDCABC
SEDTMDL_101,14981710,514SED101
515DCBAFB,15069250,515DCBAFB
515PS0430,15069288,515PS0430
515WCKRxx,15012555,515WCKRxx
516CC0088,14992273,516CC0088
516PS0014,15014513,516PS0014
R5BIO-128,8058173,517LCCAYB
517PLC130,8058251,517PLC130
517WE0515,8063597,517WE0515
NF508723-082,8063855,517YBA082
518CR0909,20294501,518CR0909
518FC1060,8027284,518FC1060
518JSC273,8041811,518JSC273
518KNCAWC,2772588,518KNCAWC
SEDTMDL_89,8041695,518SED089
519AC0001,15022679,519AC0001
519AC001A,15022679,519AC001A
519ARHBxx,948021144,519ARHBxx
AR2 2Fall,15034007,519ARVAMR
519KBC16A,15034477,519KBC16A
519KBC17A,15034611,519KBC17A
540SDC212,17115215,540SDC212
519KBCR10,15034447,519KBCR10
519KBCR15,15034579,519KBCR15
519KBCR16,15034611,519KBCR16
519PGC22A,15034479,519PGC22A
519PGCR19,15034411,519PGCR19
519PS0253,15022491,519PS0253
519SED015,15034373,519SED015
520CMCFSL,1678523,520CMCFSL
520DCH191,1678807,520DCH191
Sentinel12,2769744,521BCCHCx
521PS0663,2770658,521PS0663
526HTC129,7952754,526HTC065
526PS0220,7948472,526PS0220
526PS0756,7930003,526PS0756
526PS0948,7929909,526PS0948
526PS1036,7923897,526PS1036
526PS1724,7952260,526PS1724
R5BIO-121,7930225,526PSCBLK
526WER123,7929215,526WER123
SJC504,2821670,531PS0381_archived
532CPC238,20194926,532CPC238
532PS0062,20194942,532PS0062
634HHCATC,8944545,634HHCATC
532WE0760,20196316,532WE0760
533SPILSA,17066288,533SPILSA
534PS0070,346725,534PS0070
R5BIO-220,347487,534SRCFFC
535CE0150,2829096,535CE0150
535MER3xx,2833600,535MER3xx
535MER6xx,2824480,535MER6xx
535TR5xxx,2826350,535TR5xxx
b11277300,17081431,536CHR002
536STR127,17081897,536STR127
R5BIO-207,21610105,537BSCAWR
540CQCBBR,17113025,540CQCBBR
541DPC2xx,2820146,541DPC2xx
541OC0006,2827158,541OC0006
544CR1040,1909502,544CR1040
Sentinel1,22047913,552DRCAEF
552MFC120,22050673,552MFC120
R5BIO-225,14922771,553KRSASC
554PS0448,14962459,554PS0448
601LVC002,948090777,601LVC002
601PRK002,20287374,601PRK002
SW2,20277733,603BCNFLR
603DDM005,20272505,603DDM005
603MAM004,20273999,603MAM004
603PS0109,20266773,603PS0109
603PS0720,20267019,603PS0720
603WER246,20267041,603SPCBWC
604WER244,19858464,604WER244
MJMJ1,22658543,628MRW138
631DEP001,10744306,631DEP001
631SIL001,10744454,631SIL001
632BGV002,8923083,632BGV002
632COY001,8925269,632COY001
632CRV002,8924905,632CRV002
632IDN001,8922971,632IDN001
632PS0046,8922785,632PS0046
635PS0018,8934070,635PS0018
635WE0628,8933730,635WE0628
636IND001,8933174,636IDCBIR
636LTR001,8933214,636LTR001
b10344400,8933494,636LTRABR
636PRZ001,8933374,636PCCLTR
SEDTMDL_40,8933510,636SED040
719NP7AZC,22591995,719NP7AZC
801AHG857,24843756,801AHG857
801BRC184,22555476,801BRC184
SA-C-07-093,22558810,801FRC093
801LYC271,24843846,801LYC271
SA-C-07-271,24843846,801LYC271_archived
SA-C-06-034,22558938,801MIC034
801MIC042,22563070,801MIC042
801MIC370,22556002,801MIC370
SMCR8_171,20357190,801PCW171
SMCR8_469,22555902,801PLC469
SMCR8_339,22561196,801RB8339
801SAR361,22563032,801RB8361
SMCR8_395,22563070,801RB8395
SMCR8_407,22558826,801RB8407
SMCR8_478,22558784,801RB8478
SMCR8_533,948070530,801RB8533
SMCR8_590,22558758,801RB8590
SMCR8_594,22563072,801RB8594
801S01559,22554844,801S01559
SMC02059,22556188,801S02059
801S03488,22554684,801S03488
SMC03533,22557960,801S03533
SMC05127,22555116,801S05127
SMC05383,22555476,801S05383
801SAR110,22563032,801SAR110
SMCR8_528,948070534,801SAR528
SMCR8_159,22535256,801SJR159
SJ-B-07-159,22535256,801SJR159_archived
801SNP002,22554666,801SNP002
SA-B-07-208,22556370,801STW208
SA-B-06-258,22556328,801STW258_archived
SJ-C-06-206,22536110,802SWC206
901BELOLV,20348295,901BELOLV
R5BIO-6500,20350737,901DCCDCx
911M24945,20325199,911M24945
SMC00531,20348625,901S00531
901S12942,20350775,901S12942
902RCWGRx,22548475,902RCWGRx
902S02293,22548449,902S02293
SLR-TWAS-1,20341685,903SLSLR6
904S08089,20341969,904S08089
906M21758,20331192,906M21758
907LCCHW8,20332986,907LCCHW8
SRSD2,20331434,907SDSDR9
906M22458,20331276,906M22458
911M24957,20325347,911M24957
KC,20326347,911TJKTC5
CAT08722-024,8941995,CAT08722-024
SJOS1,20348813,SJOS1_nomatch
PC4,17574579,PC4
R5BIO-151,2772562,R5BIO-151_nomatch
SGLT507,22521721,SGLT507
SGLT508,22525001,SGLT508
SJC512,3953353,SJC512_nomatch
904S00345,20341801,SMC00345
407S00479,17587628,SMC00479
SMC01972,22515806,SMC01972
801S02206,22527369,SMC02206
412S04880,22514382,SMC04880
907S07126,948070393,SMC07126
801S18169,22560716,SMC18169
Vandenberg1,17593963,Vandenberg1_nomatch
VENTURA12,17586470,VENTURA12_nomatch
402M00082,17586992,402M00082
402M00110,17586760,402M00110
402M00066,17586992,402M00066
403M01560,17573709,403M01560
403M01565,948070346,403M01565
403M01571,17567763,403M01571
403M01580,17573709,403M01580
403M01626,17572797,403M01626
403M05785,17575751,403M05785
403M05795,17569679,403M05795
403M05832,17572321,403M05832
403M05844,17569843,403M05844
402M00127,17586736,402M00127
404M07360,20364737,404M07360
404M07361,20364935,404M07361
404M07362,20366125,404M07362
404M07372,20364801,404M07372
404M07375,20365047,404M07375
404M07376,20365045,404M07376
405PS0011,22525749,405PS0011
408M03051,17563970,408M03051
408M03100,17562608,408M03100
404M04674,20364753,404M04674
408M03116,17562630,408M03116
408M03119,17564046,408M03119
410M01628,17562642,410M01628
412M08627,22518110,412M08627
412M08630,22515828,412M08630
412M08632,22515754,412M08632
412M08638,22514804,412M08638
412M08640,22514878,412M08640
412M08641,22514496,412M08641
408M03115,17563970,408M03115
412M08645,22515734,412M08645
412M08646,22515818,412M08646
412M08647,22514600,412M08647
801M12672,20359718,801M12672
801M12673,20355608,801M12673
801M12674,20355332,801M12674
801M12675,22560942,801M12675
801M12678,22563198,801M12678
801M12684,0,801M12684
412M08643,22518274,412M08643
801M15511,22559662,801M15511
801M15524,22557960,801M15524
801M15530,22557918,801M15530
801M15547,22558646,801M15547
801M16932,22560574,801M16932
801M16949,948070547,801M16949
801M16957,22560808,801M16957
801STW207,22560402,801STW207
802M16985,22534668,802M16985
801M15479,22556090,801M15479
901M14149,20348571,901M14149
902M20237,22548461,902M20237
901M14145,20350775,901M14145
903ACPCT2,20343165,903ACPCT2
902M18909,22548323,902M18909
903M20213,20341649,903M20213
903M20177,20341471,903M20177
903M20208,20341623,903M20208
902M20273,22549107,902M20273
901M14142,20350507,901M14142
907M23342,20334390,907M23342
906M23380,20331496,906M23380
904M21784,20342541,904M21784
907M23346,20330010,907M23346
906M23361,20331384,906M23361
907M23385,20331934,907M23385
904M21761,948070419,904M21761
907M23343,20334438,907M23343
904M21782,20342575,904M21782
906M21774,20331242,906M21774
402M00114,17586774,402M00114
909M24951,20333158,909M24951
909M24953,20333064,909M24953
908M24952,20331550,908M24952
402M00058,17586634,402M00058
404M04624,948070152,404M04624
408M03111,17562626,408M03111
412M08642,22515036,412M08642
801M15447,22558868,801M15447
907M23405,948070395,907M23405
312BREFR,17624669,312BREFR
SGUR003,22522721,SGUR003
LALT501,22515822,LALT501
SMCR8_114,22555684,801M16840
SMCR8_572,22557930,SMC12279
SMC37952,22522973,SMC37952
901M14141,20350533,901M14141
907M23401,20331434,907M23401
903M20280,20341645,903M20280
REF-SMC,20350879,SMC24765
SMC06904,17574677,SMC06904
SMC04600,17574717,SMC04600
SMC09564,17574541,SMC09564
312BRE,17624669,312BRE
402M00030,17586682,402M00030
402M00042,17586550,402M00042
402PS0048,17585696,402PS0048
403CE0156,17572919,403CE0156
403FCA022,17572955,403FCA022
403R4S193,17574677,403R4S193
403R4S211,17569947,403R4S211
403S00772,17574807,403S00772
403STC008,948070361,403STC008
403STC017,17569221,403STC017
403STCBQT,948070272,403STCBQT
404SMB011,20365177,404SMB011
404SMB021,20365911,404SMB021
405SGB003,22522689,405SGB003
405SGB004,22525605,405SGB004
405SGB006,22524635,405SGB006
405SGB015,0,405SGB015
405SGB025,22524751,405SGB025
405SGB034,22522911,405SGB034
405SGB036,22525631,405SGB036
405SGEASC,22522843,405SGEASC
405SMB048,20365905,405SMB048
408ACCR3x,948070330,408ACCR3x
408M03019,17563970,408M03019
407CE0668,17586996,407CE0668
408WE0547,0,408WE0547
412LAR007,22518268,412LAR007
412LAR031,22519448,412LAR031
412LARSCO,22515822,412LARSCO
801CBC317,22554734,801CBC317
801CYC114,22555802,801CYC114
412CE0616,22515812,412CE0616
412CE0732,22514954,412CE0732
412PS0020,22515828,412PS0020
412PS0040,22515806,412PS0040
412PS0052,22514854,412PS0052
801DCR131,22558724,801DCR131
801EBC080,22558868,801EBC080
801FGC022,22558838,801FGC022
801M12649,20355380,801M12649
801M15376,22557906,801M15376
801MCC333,22558972,801MCC333
801MIC032,22558090,801MIC032
801MIC035,22558964,801MIC035
801MIC074,22558964,801MIC074
801MLC057,22557766,801MLC057
801PCW048,20355330,801PCW048
801PCW171,20357190,801PCW171
801RB8026,20355620,801RB8026
801RB8131,22558724,801RB8131
801RB8344,22558792,801RB8344
801RB8376,22558758,801RB8376
801RB8450,22535364,801RB8450
801RB8572,22557930,801RB8572
801SAN068,22554666,801SAN068
801SAN474,22554678,801SAN474
801SAR151,948070241,801SAR151
801SAR351,948070274,801SAR351
801SAR376,22558758,801SAR376
801SDC178,20355380,801SDC178
801SDC504,20355452,801SDC504
801STC071,22561226,801STC071
801STC532,22563210,801STC532
801STW613,22560388,801STW613
801TMC153,22560886,801TMC153
801TMW162,948070538,801TMW162
801TMW229,22560860,801TMW229
801WMC572,22557930,801WMC572
801XXX118,22557742,801XXX118
801XXX229,0,801XXX229
802HYC496,22535384,802HYC496
802INC155,22535098,802INC155
802INC172,22535170,802INC172
802RB8196,22536082,802RB8196
802SWC513,22536110,802SWC513
845CCC275,22525755,845CCC275
901BCCBCT,20348729,901BCCBCT
901M14134,20348435,901M14134
901SMCSMR,20350859,901SMCSMR
902MCGSxx,22549073,902MCGSxx
902SSMR05,22548457,902SSMR05
903FRC,20343005,903FRC
903SLFRCx,20343047,903SLFRCx
903SLIRS2,20343071,903SLIRS2
903SLKYS3,20341665,903SLKYS3
903SLRRFR,20342539,903SLRRFR
904AHCSAx,20341905,904AHCSAx
904CBESC5,20341969,904CBESC5
904CBESC6,20341979,904CBESC6
904ECHRBx,20341947,904ECHRBx
904ENCGVR,20341975,904ENCGVR
906LPLPC6,20332078,906LPLPC6
906LPTEC3,20331496,906LPTEC3
907SDB047,20330010,907SDB047
907SDR1xx,20331516,907SDR1xx
907SDRMTx,20331934,907SDRMTx
907SDSDR8,20331398,907SDSDR8
907SRSD1x,20329758,907SRSD1x
911CCH80x,20325127,911CCH80x
911MCCBML,20325343,911MCCBML
SGUR103,22520987,SGUR103
SMC00096,22524741,SMC00096
SMC00144,22524639,SMC00144
SMC00208,22522805,SMC00208
SMC05020,22514774,SMC05020
SMC16258,22535364,SMC16258
SMC38853,20355428,SMC38853
405SGB010,22522967,405SGB010
SMCR8_026,20355620,SMCR8_026
SMCR8_196,22536082,SMCR8_196
SGUT502,22522881,SGUT502
REF-BC,20348295,REF-BC
403M01661,0,403M01661
403R4S225,17573647,403R4S225
403S06904,17574677,403S06904
403SCVARD,17574541,403SCVARD
404R4S001,20364781,404R4S001
404R4S082,20364991,404R4S082
404M07354,20365205,404M07354
845M10601,22527365,845M10601
404S22464,20364891,404S22464
404SMB010,20365143,404SMB010
404SMB017,20365145,404SMB017
404SMB038,0,404SMB038
404SMB043,20365153,404SMB043
404VCBSCL,20363903,404VCBSCL
405SGBNFK,22524631,405SGBNFK
405SGBWFK,22522839,405SGBWFK
405SMB059,20366125,405SMB059
405SMB060,20366355,405SMB060
408CGCS12,17562598,408CGCS12
412LARBBK,948070461,412LARBBK
481M15356,22554738,481M15356
801M15366,22555342,801M15366
801M15377,22554826,801M15377
801MAG364,0,801MAG364
801RB8751,22555344,801RB8751
801SAR344,22558792,801SAR344
801SAROCR,22563072,801SAROCR
801SCASxx,22561262,801SCASxx
901BCCSRT,20348729,901BCCSRT
902ADB848,0,902ADB848
902LMC778,22549073,902LMC778
902LTC777,22548249,902LTC777
902USM828,22549075,902USM828
903SLGRD2,20341577,903SLGRD2
907SDB016,20330036,907SDB016
909SSWR1a,20332758,909SSWR1a
911S04086,20325349,911S04086
LALT400,22515824,LALT400
LALT405,22515812,LALT405
LALT406,22514928,LALT406
LALT407,0,LALT407
LALT450,22515822,LALT450
LAREST2,22518294,LAREST2
LAUT401,22514618,LAUT401
LAUT402,22514774,LAUT402
LAUT403,22514414,LAUT403
LB-R6,22525185,LB-R6
LB-R7,22525185,LB-R7
LB-R8,22525185,LB-R8
LB-RA2,22525183,LB-RA2
ME-VR2,948070372,ME-VR2
ML-1,0,ML-1
R-4,22515822,R-4
SGLT510,948070469,SGLT510
SGLT511,22523195,SGLT511
SGLT512,22521723,SGLT512
Site 19,20366297,Site 19
Site 6,948070459,Site 6
Site 7,22515822,Site 7
SJC-74,20350533,SJC-74
SMC00001,20329696,SMC00001
SMC00107,17569381,SMC00107
SMC00167,24843826,SMC00167
SMC00201,20351097,SMC00201
SMC00240,17569051,SMC00240
SMC00274,22545125,SMC00274
SMC00277,22549477,SMC00277
SMC00293,20351097,SMC00293
SMC00294,20332626,SMC00294
SMC00297,22561392,SMC00297
SMC00304,22522965,SMC00304
SMC00309,22549115,SMC00309
SMC00322,22535292,SMC00322
SMC00356,17595255,SMC00356
SMC00380,22522517,SMC00380
SMC00387,22561186,SMC00387
SMC00395,17569309,SMC00395
SMC00396,22514446,SMC00396
SMC00400,22524781,SMC00400
SMC00403,20362781,SMC00403
SMC00405,20350805,SMC00405
SMC00407,22557816,SMC00407
SMC00441,22563270,SMC00441
SMC00445,0,SMC00445
SMC00448,17569867,SMC00448
SMC00450,22535432,SMC00450
SMC00478,22560828,SMC00478
SMC00482,22536110,SMC00482
SMC00559,0,SMC00559
SMC00567,22555618,SMC00567
SMC00598,20332684,SMC00598
SMC00864,22523201,SMC00864
SMC00894,22525691,SMC00894
SMC01150,22525157,SMC01150
SMC01184,22524737,SMC01184
SMC01312,22524735,SMC01312
SMC01406,22525605,SMC01406
SMC01440,22524703,SMC01440
SMC01470,22525737,SMC01470
SMC02488,22514714,SMC02488
SMC08250,20331946,SMC08250
SMC09896,22514792,SMC09896
SMC31343,22558632,SMC31343
402M00015,948070366,402M00015
314CE0200,17608047,314CE0200
410CE0284,17562666,410CE0284
801ETC226,22555344,801ETC226
801SDC180,20355428,801SDC180
SMC01684,17563890,SMC01684
